"Educ";"Sanidad";"Pensiones";"Justicia";"Seguridad";"ServSoc";"Transp";"Obras";"Depend";"F_Sanidad";"F_CMayores";"F_Pensiones";"F_Parados";"F_Vivienda";"F_Educ";"EdadIntervalos";"P6"
"2859";"2";"1";"1";"4";"1";"3";"3";"1";"3";"2";"1";"1";"1";"1";"2";"(65,96]";"2"
"2860";"3";"3";"2";"3";"3";"3";"4";"3";"2";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"2862";"2";"2";"1";"3";"2";"3";"2";"2";"3";"3";"2";"2";"2";"3";"2";"(35,50]";"2"
"2863";"2";"2";"2";"4";"2";"3";"3";"1";"3";"3";"2";"3";"3";"1";"3";"(35,50]";"3"
"2864";"3";"3";"3";"3";"3";"3";"3";"3";"3";"2";"2";"3";"3";"2";"2";"[18,35]";"3"
"2865";"2";"1";"3";"3";"1";"2";"1";"1";"1";"2";"3";"2";"3";"3";"3";"(50,65]";"2"
"2866";"2";"2";"3";"2";"2";"3";"2";"3";"3";"2";"3";"3";"2";"2";"1";"(35,50]";"2"
"2869";"2";"2";"1";"3";"1";"1";"2";"2";"2";"3";"2";"3";"2";"3";"3";"(35,50]";"2"
"2870";"4";"3";"2";"4";"4";"2";"3";"3";"2";"3";"2";"3";"3";"3";"3";"(35,50]";"3"
"2871";"3";"3";"2";"2";"2";"3";"2";"4";"3";"3";"3";"3";"3";"3";"2";"[18,35]";"3"
"2872";"3";"3";"2";"3";"1";"3";"2";"3";"3";"1";"2";"1";"3";"2";"1";"(65,96]";"3"
"2873";"3";"3";"3";"3";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"2"
"2874";"2";"3";"3";"4";"2";"3";"2";"3";"3";"2";"2";"3";"2";"3";"3";"(50,65]";"3"
"2875";"2";"2";"2";"3";"3";"2";"2";"3";"2";"2";"1";"2";"2";"2";"1";"(65,96]";"3"
"2876";"2";"3";"2";"4";"1";"1";"2";"3";"3";"3";"2";"3";"3";"2";"2";"(50,65]";"3"
"2877";"2";"2";"2";"3";"2";"3";"2";"2";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"2881";"2";"2";"1";"2";"1";"1";"2";"1";"2";"3";"3";"3";"2";"3";"2";"(35,50]";"3"
"2882";"2";"3";"3";"3";"2";"2";"2";"3";"2";"3";"3";"3";"3";"3";"1";"[18,35]";"3"
"2883";"2";"3";"3";"2";"3";"3";"3";"3";"2";"3";"2";"3";"2";"3";"3";"(35,50]";"3"
"2884";"3";"4";"2";"4";"4";"4";"1";"4";"4";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"2885";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"(50,65]";"3"
"2886";"3";"3";"2";"2";"2";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"2887";"2";"2";"2";"3";"2";"3";"3";"2";"3";"1";"1";"1";"1";"1";"1";"(50,65]";"3"
"2888";"2";"2";"4";"4";"3";"1";"2";"2";"3";"3";"1";"3";"2";"1";"2";"[18,35]";"3"
"2889";"1";"2";"4";"4";"2";"2";"1";"2";"2";"3";"2";"3";"2";"3";"3";"[18,35]";"2"
"2890";"3";"4";"2";"2";"3";"2";"2";"3";"2";"3";"2";"2";"2";"2";"2";"(50,65]";"2"
"2891";"2";"2";"2";"2";"2";"2";"2";"3";"3";"2";"3";"3";"3";"3";"2";"(50,65]";"3"
"2892";"3";"2";"2";"3";"2";"3";"4";"4";"3";"3";"2";"3";"2";"3";"3";"(50,65]";"1"
"2893";"3";"3";"2";"3";"3";"3";"2";"2";"3";"2";"1";"2";"1";"1";"1";"(35,50]";"3"
"2894";"2";"4";"4";"2";"2";"3";"3";"3";"3";"1";"1";"3";"3";"2";"1";"[18,35]";"3"
"2895";"3";"2";"2";"3";"2";"3";"2";"1";"3";"3";"2";"3";"3";"3";"3";"(50,65]";"1"
"2896";"3";"3";"2";"3";"2";"3";"2";"2";"3";"3";"3";"3";"3";"1";"3";"(35,50]";"3"
"2897";"2";"3";"2";"3";"2";"3";"2";"2";"3";"3";"3";"3";"3";"3";"3";"[18,35]";"2"
"2898";"3";"2";"2";"3";"3";"3";"2";"2";"3";"2";"3";"2";"2";"3";"3";"(35,50]";"2"
"2899";"1";"2";"3";"3";"3";"3";"3";"4";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"2900";"3";"3";"2";"3";"2";"2";"3";"3";"2";"2";"3";"3";"1";"2";"2";"(35,50]";"3"
"2901";"3";"3";"4";"4";"4";"4";"3";"3";"4";"2";"3";"3";"3";"3";"1";"[18,35]";"3"
"2903";"1";"1";"3";"2";"2";"3";"1";"3";"4";"2";"3";"2";"1";"3";"1";"[18,35]";"3"
"2904";"2";"2";"3";"2";"2";"2";"3";"2";"1";"3";"2";"3";"2";"3";"2";"(35,50]";"3"
"2905";"2";"2";"2";"3";"1";"2";"2";"3";"3";"3";"3";"3";"2";"3";"3";"(35,50]";"1"
"2906";"1";"1";"1";"3";"3";"1";"1";"4";"1";"2";"2";"3";"2";"2";"2";"(50,65]";"3"
"2907";"2";"1";"2";"3";"1";"2";"2";"1";"2";"2";"3";"2";"2";"3";"2";"(35,50]";"3"
"2908";"2";"3";"3";"4";"3";"3";"4";"2";"3";"1";"1";"2";"2";"3";"2";"(65,96]";"3"
"2909";"4";"3";"4";"4";"4";"3";"3";"4";"4";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"2910";"1";"1";"1";"2";"2";"3";"3";"1";"3";"1";"2";"2";"2";"3";"1";"(35,50]";"2"
"2911";"2";"2";"1";"3";"2";"2";"1";"3";"2";"3";"3";"3";"1";"3";"3";"(50,65]";"1"
"2912";"1";"1";"2";"3";"2";"1";"1";"1";"3";"3";"3";"3";"3";"3";"3";"[18,35]";"1"
"2913";"3";"3";"3";"4";"4";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"[18,35]";"3"
"2916";"2";"4";"3";"3";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"2";"(35,50]";"2"
"2917";"2";"2";"3";"2";"3";"3";"2";"3";"3";"2";"3";"3";"3";"3";"1";"(35,50]";"3"
"2918";"2";"2";"3";"2";"3";"2";"2";"2";"2";"1";"3";"3";"2";"3";"3";"(35,50]";"2"
"2919";"3";"3";"3";"4";"4";"3";"4";"3";"3";"3";"3";"3";"3";"2";"3";"(50,65]";"3"
"2921";"2";"2";"2";"2";"2";"2";"2";"2";"3";"3";"2";"3";"3";"3";"2";"(50,65]";"3"
"2922";"3";"2";"3";"3";"3";"3";"4";"3";"4";"3";"3";"3";"3";"3";"3";"(35,50]";"2"
"2923";"3";"3";"3";"3";"3";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"2924";"2";"2";"3";"2";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"2925";"3";"3";"4";"4";"3";"3";"3";"2";"3";"2";"2";"3";"2";"3";"3";"(50,65]";"3"
"2926";"2";"2";"2";"2";"3";"2";"2";"3";"3";"3";"3";"3";"3";"3";"2";"(50,65]";"3"
"2927";"3";"4";"2";"4";"2";"2";"3";"3";"2";"2";"1";"3";"3";"3";"3";"(50,65]";"3"
"2928";"2";"2";"2";"3";"2";"2";"3";"2";"2";"1";"1";"1";"1";"1";"1";"(65,96]";"2"
"2929";"2";"4";"3";"3";"2";"3";"2";"3";"3";"3";"2";"2";"3";"3";"2";"(65,96]";"3"
"2930";"2";"2";"3";"3";"3";"2";"1";"2";"3";"2";"3";"3";"3";"3";"1";"(65,96]";"3"
"2931";"3";"3";"3";"4";"3";"3";"4";"3";"3";"3";"2";"2";"3";"3";"3";"(35,50]";"3"
"2932";"1";"3";"3";"2";"2";"2";"3";"3";"2";"2";"2";"3";"1";"3";"3";"[18,35]";"3"
"2933";"2";"2";"2";"2";"3";"2";"2";"2";"3";"1";"2";"2";"1";"1";"2";"[18,35]";"2"
"2934";"3";"3";"3";"3";"4";"3";"4";"4";"3";"3";"1";"3";"3";"1";"1";"(50,65]";"3"
"2935";"3";"3";"1";"4";"3";"1";"1";"3";"2";"3";"2";"2";"3";"3";"2";"(35,50]";"3"
"2936";"3";"3";"4";"4";"2";"3";"2";"2";"4";"3";"3";"3";"1";"3";"3";"[18,35]";"3"
"2937";"3";"3";"2";"2";"2";"2";"2";"2";"3";"3";"3";"2";"2";"3";"3";"(50,65]";"3"
"2938";"3";"3";"3";"4";"3";"3";"2";"2";"3";"3";"2";"2";"2";"3";"3";"(50,65]";"2"
"2939";"2";"2";"2";"3";"3";"2";"2";"2";"3";"3";"3";"3";"2";"3";"2";"(50,65]";"3"
"2940";"2";"2";"3";"2";"4";"3";"2";"2";"3";"2";"2";"3";"2";"2";"2";"(50,65]";"3"
"2942";"2";"3";"2";"2";"1";"2";"2";"3";"3";"3";"1";"3";"3";"3";"3";"(35,50]";"3"
"2943";"3";"2";"3";"3";"3";"2";"2";"2";"2";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"2944";"2";"2";"2";"2";"2";"3";"2";"2";"3";"2";"2";"3";"2";"2";"3";"(65,96]";"3"
"2945";"2";"1";"1";"3";"1";"2";"2";"1";"3";"2";"1";"3";"3";"2";"2";"(35,50]";"3"
"2946";"2";"3";"2";"3";"2";"2";"2";"3";"3";"3";"2";"3";"3";"3";"2";"[18,35]";"2"
"2947";"1";"1";"1";"2";"2";"2";"3";"2";"1";"2";"2";"2";"1";"3";"2";"(50,65]";"1"
"2950";"3";"3";"3";"3";"3";"4";"4";"4";"4";"3";"3";"1";"1";"3";"1";"(50,65]";"3"
"2951";"3";"3";"3";"4";"4";"4";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"2953";"2";"2";"2";"2";"2";"2";"2";"2";"3";"3";"3";"3";"3";"3";"2";"(35,50]";"3"
"2954";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"2955";"2";"2";"2";"3";"2";"2";"2";"2";"3";"1";"1";"2";"1";"1";"2";"(65,96]";"2"
"2956";"1";"2";"3";"2";"3";"2";"1";"1";"3";"2";"1";"3";"2";"1";"3";"[18,35]";"3"
"2958";"2";"2";"2";"3";"3";"3";"2";"3";"3";"2";"2";"2";"2";"3";"1";"(65,96]";"2"
"2959";"3";"2";"3";"4";"3";"4";"2";"2";"3";"3";"2";"3";"3";"3";"2";"(35,50]";"3"
"2961";"3";"3";"3";"3";"4";"2";"2";"2";"3";"3";"1";"3";"3";"2";"1";"[18,35]";"3"
"2962";"2";"3";"3";"3";"3";"3";"3";"4";"3";"3";"3";"3";"2";"3";"2";"(65,96]";"3"
"2963";"2";"3";"2";"3";"3";"2";"2";"2";"2";"3";"2";"2";"3";"3";"3";"(35,50]";"3"
"2964";"3";"2";"2";"3";"2";"3";"3";"2";"3";"2";"1";"2";"2";"3";"3";"(35,50]";"3"
"2965";"4";"2";"2";"3";"3";"3";"2";"3";"2";"3";"1";"3";"3";"3";"3";"(35,50]";"3"
"2967";"2";"2";"2";"3";"3";"2";"2";"3";"2";"3";"3";"2";"2";"2";"2";"(50,65]";"3"
"2968";"3";"2";"3";"2";"2";"2";"2";"3";"2";"1";"1";"1";"1";"3";"1";"(50,65]";"2"
"2969";"3";"2";"2";"4";"3";"2";"2";"3";"3";"3";"3";"3";"3";"3";"3";"[18,35]";"3"
"2970";"4";"2";"3";"3";"2";"3";"2";"3";"3";"3";"3";"3";"2";"3";"2";"(65,96]";"3"
"2972";"2";"2";"2";"3";"2";"4";"2";"4";"4";"1";"1";"2";"1";"2";"1";"(50,65]";"1"
"2973";"2";"3";"2";"3";"3";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"2974";"1";"2";"3";"3";"2";"3";"1";"2";"3";"1";"1";"1";"1";"3";"1";"(35,50]";"3"
"2975";"2";"3";"2";"3";"1";"3";"1";"1";"2";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"2976";"2";"2";"2";"2";"1";"3";"1";"2";"4";"3";"3";"2";"2";"3";"3";"[18,35]";"2"
"2977";"2";"2";"2";"3";"2";"2";"2";"1";"3";"2";"2";"2";"2";"3";"2";"(50,65]";"2"
"2978";"3";"2";"3";"3";"4";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"(65,96]";"3"
"2979";"3";"4";"3";"3";"3";"4";"3";"3";"4";"3";"1";"2";"1";"3";"3";"(65,96]";"3"
"2980";"3";"2";"2";"4";"1";"3";"1";"2";"3";"2";"3";"3";"3";"2";"3";"(50,65]";"3"
"2981";"1";"1";"1";"1";"3";"1";"1";"3";"3";"3";"3";"3";"3";"3";"3";"[18,35]";"3"
"2982";"3";"2";"2";"2";"3";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"(65,96]";"1"
"2983";"3";"3";"3";"3";"4";"2";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(65,96]";"3"
"2984";"3";"2";"2";"2";"2";"3";"2";"3";"4";"3";"3";"3";"1";"3";"1";"(50,65]";"3"
"2986";"2";"2";"2";"3";"3";"2";"2";"3";"2";"1";"2";"2";"2";"2";"2";"(65,96]";"3"
"2987";"1";"1";"1";"3";"2";"1";"1";"2";"3";"2";"2";"2";"2";"3";"3";"(35,50]";"3"
"2990";"3";"2";"3";"3";"1";"3";"2";"2";"3";"1";"1";"1";"1";"1";"1";"(35,50]";"3"
"2991";"2";"3";"2";"3";"2";"3";"3";"3";"3";"2";"2";"2";"2";"2";"2";"(35,50]";"3"
"2992";"3";"3";"3";"3";"3";"3";"2";"3";"3";"1";"1";"1";"1";"1";"1";"(65,96]";"3"
"2993";"2";"1";"2";"4";"1";"3";"2";"2";"3";"2";"3";"2";"2";"3";"1";"(50,65]";"1"
"2994";"3";"2";"1";"3";"2";"3";"2";"2";"3";"3";"2";"1";"1";"2";"1";"(50,65]";"2"
"2995";"1";"1";"2";"3";"2";"2";"2";"2";"3";"3";"1";"2";"2";"3";"3";"(50,65]";"3"
"2996";"4";"2";"2";"3";"2";"2";"2";"2";"2";"2";"3";"3";"2";"3";"2";"(50,65]";"3"
"2997";"1";"2";"1";"2";"2";"1";"2";"2";"2";"3";"3";"3";"3";"3";"3";"[18,35]";"2"
"2999";"4";"4";"4";"4";"4";"4";"4";"4";"4";"3";"3";"3";"3";"3";"3";"(65,96]";"3"
"3000";"2";"3";"3";"3";"3";"3";"3";"3";"4";"3";"3";"3";"2";"3";"2";"(50,65]";"3"
"3001";"3";"4";"3";"3";"3";"3";"3";"4";"4";"3";"3";"2";"2";"3";"3";"(65,96]";"3"
"3002";"2";"3";"3";"3";"3";"3";"2";"2";"3";"2";"2";"3";"2";"3";"2";"(50,65]";"1"
"3004";"3";"4";"4";"2";"3";"3";"2";"2";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"2"
"3006";"2";"2";"2";"2";"2";"2";"2";"2";"3";"2";"3";"3";"3";"3";"2";"(50,65]";"2"
"3008";"3";"4";"3";"4";"4";"3";"3";"3";"4";"3";"3";"2";"3";"3";"3";"(50,65]";"3"
"3010";"3";"2";"2";"3";"2";"2";"2";"2";"3";"3";"2";"3";"2";"3";"3";"(35,50]";"2"
"3011";"2";"1";"2";"2";"2";"2";"3";"2";"2";"1";"1";"2";"1";"2";"1";"(65,96]";"2"
"3012";"2";"2";"2";"3";"2";"3";"2";"2";"4";"2";"1";"2";"2";"2";"3";"[18,35]";"2"
"3013";"2";"3";"2";"3";"2";"3";"2";"2";"3";"3";"1";"2";"2";"3";"2";"(65,96]";"2"
"3014";"2";"3";"2";"3";"2";"3";"2";"2";"3";"3";"3";"3";"3";"3";"3";"(65,96]";"1"
"3015";"2";"3";"2";"4";"2";"2";"2";"2";"2";"2";"1";"1";"1";"1";"1";"(65,96]";"2"
"3017";"2";"2";"2";"3";"2";"3";"2";"2";"3";"1";"1";"2";"2";"1";"1";"(50,65]";"2"
"3018";"3";"3";"3";"3";"3";"2";"2";"4";"2";"3";"2";"3";"2";"3";"3";"(35,50]";"2"
"3020";"4";"2";"3";"2";"4";"3";"3";"3";"3";"1";"1";"1";"1";"1";"1";"(35,50]";"3"
"3021";"2";"3";"2";"3";"2";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"1"
"3022";"2";"2";"2";"3";"2";"2";"2";"2";"3";"3";"3";"3";"2";"2";"2";"(35,50]";"3"
"3023";"3";"4";"3";"3";"3";"3";"2";"3";"3";"2";"2";"3";"2";"2";"2";"[18,35]";"3"
"3024";"1";"1";"4";"3";"2";"1";"1";"2";"3";"3";"2";"3";"2";"3";"3";"[18,35]";"3"
"3025";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"(35,50]";"2"
"3026";"2";"2";"1";"3";"2";"2";"2";"2";"2";"1";"1";"3";"1";"1";"1";"[18,35]";"1"
"3029";"2";"2";"2";"2";"1";"2";"2";"2";"3";"1";"1";"2";"1";"1";"1";"[18,35]";"2"
"3031";"1";"2";"2";"1";"2";"2";"2";"1";"1";"2";"1";"1";"2";"2";"1";"[18,35]";"2"
"3033";"2";"2";"3";"3";"2";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"2"
"3034";"3";"3";"3";"2";"1";"2";"1";"1";"1";"2";"2";"3";"3";"3";"2";"[18,35]";"3"
"3039";"2";"2";"2";"3";"2";"2";"2";"2";"3";"3";"3";"3";"2";"3";"3";"(35,50]";"2"
"3041";"3";"2";"2";"2";"2";"2";"2";"2";"3";"2";"2";"3";"2";"3";"3";"(65,96]";"3"
"3043";"3";"3";"2";"3";"2";"3";"2";"3";"3";"3";"3";"3";"2";"3";"2";"(35,50]";"3"
"3044";"3";"2";"4";"2";"2";"2";"2";"2";"3";"2";"2";"3";"2";"3";"2";"[18,35]";"3"
"3046";"3";"3";"2";"3";"2";"2";"3";"3";"2";"3";"2";"3";"3";"3";"3";"(50,65]";"2"
"3047";"2";"2";"2";"2";"2";"2";"2";"3";"2";"3";"3";"3";"3";"3";"2";"(65,96]";"3"
"3048";"1";"2";"3";"3";"1";"2";"2";"2";"3";"2";"1";"3";"2";"3";"2";"(35,50]";"1"
"3049";"2";"2";"3";"3";"2";"3";"3";"2";"4";"2";"3";"2";"1";"1";"3";"[18,35]";"3"
"3050";"2";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"1";"1";"2";"1";"(65,96]";"3"
"3051";"2";"2";"1";"3";"1";"3";"1";"1";"1";"2";"3";"3";"2";"2";"2";"(35,50]";"2"
"3052";"2";"2";"2";"2";"2";"2";"3";"2";"2";"2";"2";"2";"3";"2";"3";"(35,50]";"1"
"3053";"3";"2";"3";"2";"1";"1";"3";"3";"2";"2";"3";"3";"2";"3";"2";"(35,50]";"3"
"3054";"2";"3";"2";"3";"2";"3";"2";"2";"3";"1";"1";"3";"1";"1";"1";"(65,96]";"3"
"3055";"3";"2";"3";"2";"2";"3";"2";"3";"2";"2";"2";"3";"3";"3";"2";"(35,50]";"3"
"3056";"2";"2";"2";"3";"2";"2";"2";"3";"3";"1";"1";"2";"2";"2";"1";"(50,65]";"1"
"3057";"3";"4";"4";"4";"3";"4";"3";"3";"4";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"3058";"2";"3";"2";"2";"2";"2";"2";"2";"3";"3";"2";"3";"3";"3";"2";"[18,35]";"3"
"3060";"2";"2";"2";"2";"2";"2";"2";"2";"3";"2";"2";"2";"2";"3";"3";"[18,35]";"3"
"3061";"2";"3";"1";"3";"1";"3";"1";"3";"3";"2";"2";"3";"1";"2";"3";"(65,96]";"3"
"3062";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"3";"2";"3";"2";"[18,35]";"3"
"3063";"2";"2";"2";"2";"2";"3";"2";"3";"3";"2";"2";"3";"2";"3";"2";"(50,65]";"3"
"3065";"3";"2";"3";"2";"2";"3";"2";"3";"2";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"3066";"2";"1";"2";"2";"2";"3";"3";"2";"3";"1";"1";"2";"3";"1";"2";"(65,96]";"3"
"3067";"3";"4";"2";"3";"2";"3";"4";"3";"3";"3";"2";"2";"3";"2";"2";"(50,65]";"1"
"3069";"3";"1";"1";"3";"3";"3";"1";"3";"4";"2";"2";"3";"2";"2";"2";"(50,65]";"3"
"3070";"2";"2";"1";"3";"2";"3";"2";"2";"3";"3";"3";"3";"3";"3";"3";"(65,96]";"2"
"3071";"2";"2";"2";"2";"2";"2";"2";"2";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"2"
"3072";"2";"3";"2";"3";"2";"3";"2";"3";"2";"1";"2";"1";"3";"3";"1";"(65,96]";"2"
"3073";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"1";"3";"1";"(65,96]";"1"
"3074";"3";"3";"3";"4";"2";"4";"2";"2";"3";"2";"2";"3";"3";"3";"3";"[18,35]";"3"
"3075";"3";"3";"2";"3";"2";"2";"3";"1";"2";"3";"2";"2";"2";"3";"3";"[18,35]";"2"
"3076";"2";"3";"2";"3";"2";"4";"4";"3";"4";"3";"3";"3";"2";"3";"3";"(50,65]";"3"
"3077";"2";"3";"2";"4";"2";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"1"
"3078";"2";"3";"3";"4";"4";"3";"3";"3";"3";"1";"3";"3";"3";"3";"2";"(50,65]";"3"
"3079";"3";"2";"3";"3";"2";"3";"2";"3";"3";"2";"2";"2";"3";"3";"2";"(50,65]";"3"
"3080";"3";"2";"2";"3";"2";"3";"2";"3";"3";"2";"2";"2";"3";"1";"2";"(35,50]";"3"
"3081";"3";"3";"3";"3";"4";"2";"2";"3";"4";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"3082";"3";"4";"3";"3";"3";"2";"1";"2";"2";"3";"2";"1";"1";"2";"1";"(65,96]";"3"
"3083";"2";"2";"2";"3";"2";"3";"2";"3";"3";"2";"2";"3";"2";"3";"2";"(50,65]";"2"
"3085";"2";"4";"2";"4";"3";"2";"4";"3";"4";"3";"1";"3";"3";"3";"3";"(50,65]";"3"
"3086";"2";"3";"3";"3";"3";"3";"2";"3";"4";"3";"3";"3";"3";"1";"3";"[18,35]";"3"
"3087";"1";"2";"2";"2";"2";"3";"3";"2";"3";"2";"3";"3";"2";"2";"1";"(50,65]";"2"
"3089";"2";"2";"2";"2";"2";"2";"2";"2";"2";"3";"1";"3";"3";"3";"2";"(50,65]";"3"
"3090";"3";"2";"4";"3";"3";"2";"4";"2";"3";"3";"1";"3";"2";"3";"2";"[18,35]";"3"
"3091";"3";"3";"3";"4";"3";"3";"3";"4";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"3092";"2";"2";"1";"3";"2";"2";"2";"2";"2";"2";"2";"3";"1";"3";"2";"[18,35]";"3"
"3093";"2";"1";"2";"3";"2";"2";"1";"3";"3";"3";"3";"3";"2";"2";"3";"(35,50]";"3"
"3095";"3";"3";"3";"3";"2";"3";"2";"3";"4";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"3096";"1";"2";"1";"3";"1";"2";"2";"2";"1";"1";"1";"1";"1";"1";"1";"(65,96]";"1"
"3097";"1";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"1";"1";"1";"1";"(65,96]";"1"
"3098";"2";"3";"2";"3";"4";"3";"2";"2";"2";"2";"2";"2";"3";"3";"2";"[18,35]";"2"
"3099";"2";"3";"3";"3";"2";"3";"1";"2";"3";"3";"3";"3";"1";"3";"1";"(50,65]";"3"
"3100";"3";"3";"3";"3";"2";"4";"2";"2";"4";"3";"3";"3";"2";"3";"3";"(35,50]";"3"
"3101";"2";"2";"1";"3";"2";"2";"1";"2";"1";"3";"2";"2";"3";"3";"3";"(65,96]";"2"
"3103";"3";"2";"4";"4";"3";"3";"2";"4";"3";"2";"1";"3";"3";"1";"1";"[18,35]";"3"
"3104";"2";"3";"2";"3";"2";"3";"2";"2";"3";"3";"1";"3";"2";"1";"3";"(65,96]";"2"
"3105";"3";"3";"3";"3";"3";"3";"2";"3";"4";"3";"3";"3";"2";"3";"2";"(35,50]";"2"
"3106";"3";"3";"1";"4";"2";"3";"2";"2";"3";"3";"3";"1";"1";"2";"2";"(65,96]";"1"
"3107";"2";"2";"4";"4";"4";"3";"3";"3";"3";"3";"2";"3";"2";"2";"3";"(50,65]";"2"
"3108";"1";"1";"1";"3";"1";"1";"1";"3";"3";"1";"1";"2";"1";"2";"1";"(65,96]";"3"
"3109";"2";"2";"3";"3";"3";"4";"2";"4";"4";"3";"3";"3";"3";"2";"2";"(35,50]";"3"
"3110";"2";"2";"2";"3";"2";"2";"2";"2";"3";"3";"3";"3";"2";"2";"2";"[18,35]";"2"
"3112";"4";"2";"4";"4";"3";"3";"3";"3";"4";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"3114";"2";"2";"3";"2";"2";"3";"2";"4";"2";"1";"1";"2";"1";"2";"2";"[18,35]";"3"
"3116";"2";"2";"2";"2";"2";"3";"2";"3";"3";"2";"2";"3";"2";"3";"2";"(35,50]";"3"
"3117";"3";"3";"3";"3";"2";"3";"2";"3";"3";"3";"1";"2";"3";"3";"1";"(65,96]";"2"
"3118";"4";"4";"3";"4";"3";"3";"1";"3";"3";"2";"3";"3";"3";"3";"3";"(50,65]";"3"
"3119";"2";"2";"4";"3";"3";"3";"2";"3";"3";"2";"3";"3";"3";"1";"2";"[18,35]";"3"
"3120";"3";"3";"3";"3";"1";"3";"1";"4";"4";"2";"3";"3";"3";"3";"3";"(65,96]";"3"
"3121";"2";"3";"2";"3";"3";"3";"1";"1";"2";"3";"2";"3";"3";"3";"2";"(35,50]";"3"
"3122";"1";"1";"2";"4";"2";"2";"3";"4";"2";"2";"1";"2";"3";"3";"2";"(50,65]";"3"
"3123";"2";"2";"2";"3";"2";"3";"2";"2";"3";"3";"3";"3";"3";"3";"2";"(35,50]";"3"
"3125";"2";"3";"3";"4";"3";"3";"2";"2";"3";"3";"1";"3";"1";"2";"2";"(35,50]";"3"
"3126";"3";"3";"2";"4";"2";"3";"2";"2";"3";"3";"3";"2";"2";"3";"3";"(65,96]";"1"
"3127";"3";"3";"2";"3";"1";"3";"3";"2";"4";"2";"3";"2";"2";"2";"3";"(50,65]";"3"
"3130";"2";"3";"3";"3";"2";"3";"2";"2";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"2"
"3132";"3";"3";"3";"4";"4";"4";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"3133";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"3";"2";"[18,35]";"2"
"3134";"2";"2";"2";"2";"2";"2";"2";"2";"3";"2";"2";"2";"3";"3";"2";"(65,96]";"3"
"3135";"2";"1";"3";"2";"2";"2";"3";"2";"2";"2";"1";"3";"3";"3";"2";"(50,65]";"2"
"3136";"4";"3";"3";"4";"3";"3";"2";"2";"4";"3";"3";"3";"3";"3";"3";"(65,96]";"3"
"3137";"3";"4";"3";"3";"2";"4";"3";"4";"4";"3";"3";"2";"3";"3";"3";"(35,50]";"3"
"3138";"2";"3";"2";"3";"3";"3";"3";"2";"3";"1";"1";"1";"1";"2";"1";"(65,96]";"2"
"3139";"3";"2";"2";"4";"3";"3";"1";"3";"3";"3";"1";"3";"3";"1";"3";"(65,96]";"3"
"3141";"3";"3";"3";"3";"3";"4";"3";"3";"4";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"3143";"2";"3";"2";"2";"3";"3";"3";"3";"3";"2";"2";"3";"2";"3";"2";"(50,65]";"3"
"3145";"3";"3";"3";"3";"3";"3";"3";"4";"3";"3";"3";"3";"3";"3";"3";"[18,35]";"3"
